vehicle_type,brand,model
motos,Piaggio,MP3 250
motos,Piaggio,MP3 300
motos,Piaggio,MP3 400
motos,Piaggio,MP3 500
motos,Piaggio,NRG 50
motos,Piaggio,Typhoon 50
motos,Piaggio,Typhoon 125
motos,Piaggio,X7 125
motos,Piaggio,X7 250
motos,Piaggio,X7 300
motos,Piaggio,X8 125
motos,Piaggio,X8 150
motos,Piaggio,X8 200
motos,Piaggio,X8 250
motos,Piaggio,X8 400
motos,Piaggio,X10 125
motos,Piaggio,X10 350
motos,Piaggio,X10 500
motos,Piaggio,Zip 50
motos,Piaggio,Zip 100
motos,Rieju,Century 125
motos,Rieju,Cityline 125
motos,Rieju,Cityline 300
motos,Rieju,Drac 50
motos,Rieju,Marathon 50
motos,Rieju,Marathon 125
motos,Rieju,Marathon 250
motos,Rieju,Marathon 450
motos,Rieju,Marathon 500
motos,Rieju,Mius Electric 50
motos,Rieju,Mius Electric 125
motos,Rieju,MR 300 Racing
motos,Rieju,MRT 50
motos,Rieju,MRT 50 Pro
motos,Rieju,MRT 50 SM
motos,Rieju,MRX 125
motos,Rieju,MRX SMX 125
motos,Rieju,Nuuk Electric
motos,Rieju,RR 50
motos,Rieju,RS1 50
motos,Rieju,RS2 50
motos,Rieju,RS2 125
motos,Rieju,RS3 50
motos,Rieju,RS3 125
motos,Rieju,SMX 50
motos,Rieju,SMX 125
motos,Rieju,Tango 50
motos,Royal Enfield,Bullet 350
motos,Royal Enfield,Bullet 500
motos,Royal Enfield,Bullet Trials 350
motos,Royal Enfield,Bullet Trials 500
motos,Royal Enfield,Classic 350
motos,Royal Enfield,Classic 500
motos,Royal Enfield,Continental GT 535
motos,Royal Enfield,Continental GT 650
motos,Royal Enfield,Guerrilla 450
motos,Royal Enfield,Himalayan 411
motos,Royal Enfield,Himalayan 450
motos,Royal Enfield,Hunter 350
motos,Royal Enfield,Interceptor 650
motos,Royal Enfield,Meteor 350
motos,Royal Enfield,Scram 411
motos,Royal Enfield,Shotgun 650
motos,Royal Enfield,Super Meteor 650
motos,Royal Enfield,Thunderbird 350
motos,Royal Enfield,Thunderbird 500
motos,Royal Enfield,Thunderbird Storm 350
motos,Royal Enfield,Thunderbird Storm 500
motos,Royal Enfield,Thunderbird X 350
motos,Royal Enfield,Thunderbird X 500
motos,Suzuki,Bandit 600
motos,Suzuki,Bandit 650
motos,Suzuki,Bandit 1200
motos,Suzuki,Bandit 1250
motos,Suzuki,Boulevard C50
motos,Suzuki,Boulevard C90
motos,Suzuki,Boulevard M109R
motos,Suzuki,Boulevard S40
motos,Suzuki,DR125
motos,Suzuki,DR200
motos,Suzuki,DR350
motos,Suzuki,DR650
motos,Suzuki,DR-Z400
motos,Suzuki,DR-Z400S
motos,Suzuki,DR-Z400SM
motos,Suzuki,DL650 V-Strom
motos,Suzuki,DL650 V-Strom XT
motos,Suzuki,DL1000 V-Strom
motos,Suzuki,DL1050 V-Strom
motos,Suzuki,DL1050 V-Strom XT
motos,Suzuki,DL1050 V-Strom Adventure
motos,Suzuki,GS500
motos,Suzuki,GS500F
motos,Suzuki,GSF600 Bandit
motos,Suzuki,GSR600
motos,Suzuki,GSR750
motos,Suzuki,GSX-R600
motos,Suzuki,GSX-R750
motos,Suzuki,GSX-R1000
motos,Suzuki,GSX-R1000R
motos,Suzuki,GSX-S750
motos,Suzuki,GSX-S950
motos,Suzuki,GSX-S1000
motos,Suzuki,GSX-S1000F
motos,Suzuki,GSX-S1000GT
motos,Suzuki,GSX8R
motos,Suzuki,GSX8S
motos,Suzuki,GSX1250FA
motos,Suzuki,GSX1300R Hayabusa
motos,Suzuki,GW250 Inazuma
motos,Suzuki,Intruder 125
motos,Suzuki,Intruder 250
motos,Suzuki,Intruder 800
motos,Suzuki,Intruder 1400
motos,Suzuki,Intruder 1500 LC
motos,Suzuki,Katana 1000
motos,Suzuki,RF600R
motos,Suzuki,RF900R
motos,Suzuki,RV125 VanVan
motos,Suzuki,RV200 VanVan
motos,Suzuki,SFV650 Gladius
motos,Suzuki,SV650
motos,Suzuki,SV650S
motos,Suzuki,SV650X
motos,Suzuki,TL1000R
motos,Suzuki,TL1000S
motos,Suzuki,V-Strom SX 250
motos,SYM,Citycom 300i
motos,SYM,Cruisym 125
motos,SYM,Cruisym 300
motos,SYM,GTS 125
motos,SYM,GTS 250
motos,SYM,GTS 300
motos,SYM,Joymax 125
motos,SYM,Joymax 250
motos,SYM,Joymax 300
motos,SYM,Joymax Z 125
motos,SYM,Joymax Z 300
motos,SYM,Maxsym 400
motos,SYM,Maxsym 600
motos,SYM,Maxsym TL 500
motos,SYM,Orbit 50
motos,SYM,Orbit 125
motos,SYM,Shark 125
motos,SYM,Symphony 50
motos,SYM,Symphony 125
motos,SYM,Wolf 125
motos,SYM,Wolf 150
motos,Triumph,Bonneville T100
motos,Triumph,Bonneville T120
motos,Triumph,Bonneville Bobber
motos,Triumph,Bonneville Bobber Black
motos,Triumph,Bonneville Speedmaster
motos,Triumph,Daytona 675
motos,Triumph,Daytona 675 R
motos,Triumph,Daytona 765
motos,Triumph,Legend TT
motos,Triumph,Rocket 3
motos,Triumph,Rocket 3 R
motos,Triumph,Rocket 3 GT
motos,Triumph,Scrambler 900
motos,Triumph,Scrambler 1200 XC
motos,Triumph,Scrambler 1200 XE
motos,Triumph,Scrambler 1200 Steve McQueen
motos,Triumph,Speed Master
motos,Triumph,Speed Triple 750
motos,Triumph,Speed Triple 900
motos,Triumph,Speed Triple 1050
motos,Triumph,Speed Triple 1050 R
motos,Triumph,Speed Triple 1050 S
motos,Triumph,Speed Triple 1200 RS
motos,Triumph,Speed Triple 1200 RR
motos,Triumph,Speed Twin 900
motos,Triumph,Speed Twin 1200
motos,Triumph,Speed Twin 1200 RS
motos,Triumph,Sprint ST 955
motos,Triumph,Sprint ST 1050
motos,Triumph,Sprint RS
motos,Triumph,Street Cup
motos,Triumph,Street Scrambler
motos,Triumph,Street Triple 675
motos,Triumph,Street Triple 675 R
motos,Triumph,Street Triple 675 RX
motos,Triumph,Street Triple 765 R
motos,Triumph,Street Triple 765 RS
motos,Triumph,Street Triple 765 Moto2 Ed.
motos,Triumph,Tiger 800
motos,Triumph,Tiger 800 XC
motos,Triumph,Tiger 800 XR
motos,Triumph,Tiger 850 Sport
motos,Triumph,Tiger 900
motos,Triumph,Tiger 900 GT
motos,Triumph,Tiger 900 GT Pro
motos,Triumph,Tiger 900 Rally
motos,Triumph,Tiger 900 Rally Pro
motos,Triumph,Tiger 955
motos,Triumph,Tiger 1050
motos,Triumph,Tiger 1050 SE
motos,Triumph,Tiger 1050 Sport
motos,Triumph,Tiger 1200
motos,Triumph,Tiger 1200 GT
motos,Triumph,Tiger 1200 GT Pro
motos,Triumph,Tiger 1200 Rally
motos,Triumph,Tiger 1200 Rally Pro
motos,Triumph,Tiger 1200 XCA
motos,Triumph,Tiger Explorer 1200
motos,Triumph,Tiger Sport 660
motos,Triumph,Tiger Sport 1050
motos,Triumph,Tiger Sport 1200
motos,Triumph,Thruxton 900
motos,Triumph,Thruxton 1200
motos,Triumph,Thruxton 1200 R
motos,Triumph,Thruxton 1200 TFC
motos,Triumph,Trident 660
motos,Triumph,Trophy 900
motos,Triumph,Trophy 1200
motos,Triumph,Trophy SE 1200
motos,Triumph,Thunderbird 1600
motos,Triumph,Thunderbird 1700 Commander
motos,Triumph,Thunderbird 1700 LT
motos,Triumph,Thunderbird 1700 Storm
motos,Vespa,946 125
motos,Vespa,946 150
motos,Vespa,946 Armani
motos,Vespa,946 Emporio Armani
motos,Vespa,946 Ferrari
motos,Vespa,Elettrica
motos,Vespa,ET2 50
motos,Vespa,ET4 125
motos,Vespa,ET4 150
motos,Vespa,GTS 125
motos,Vespa,GTS 150
motos,Vespa,GTS 250
motos,Vespa,GTS 300
motos,Vespa,GTS 300 Super
motos,Vespa,GTS 300 Super Sport
motos,Vespa,GTS 300 HPE
motos,Vespa,GTV 125
motos,Vespa,GTV 250
motos,Vespa,GTV 300
motos,Vespa,LX 50
motos,Vespa,LX 125
motos,Vespa,LX 150
motos,Vespa,LXV 50
motos,Vespa,LXV 125
motos,Vespa,LXV 150
motos,Vespa,Primavera 50
motos,Vespa,Primavera 125
motos,Vespa,Primavera 150
motos,Vespa,S 50
motos,Vespa,S 125
motos,Vespa,S 150
motos,Vespa,Sprint 50
motos,Vespa,Sprint 125
motos,Vespa,Sprint 150
motos,Vespa,Sprint 150 S
motos,Yamaha,FJR1300
motos,Yamaha,FJR1300 AS
motos,Yamaha,FJR1300 AE
motos,Yamaha,FZ1
motos,Yamaha,FZ1 Fazer
motos,Yamaha,FZ6
motos,Yamaha,FZ6 Fazer
motos,Yamaha,FZ6 S2
motos,Yamaha,FZ8
motos,Yamaha,FZ8 Fazer
motos,Yamaha,MT-01
motos,Yamaha,MT-03
motos,Yamaha,MT-07
motos,Yamaha,MT-07 Moto Cage
motos,Yamaha,MT-09
motos,Yamaha,MT-09 SP
motos,Yamaha,MT-09 Tracer
motos,Yamaha,MT-10
motos,Yamaha,MT-10 SP
motos,Yamaha,MT-125
motos,Yamaha,Neo's 50
motos,Yamaha,NMAX 125
motos,Yamaha,NMAX 155
motos,Yamaha,R1 YZF-R1
motos,Yamaha,R1M
motos,Yamaha,R3 YZF-R3
motos,Yamaha,R6 YZF-R6
motos,Yamaha,R7
motos,Yamaha,R125 YZF-R125
motos,Yamaha,TMAX 500
motos,Yamaha,TMAX 530
motos,Yamaha,TMAX 560
motos,Yamaha,Tenere 700
motos,Yamaha,Tenere 700 World Raid
motos,Yamaha,Tracer 7
motos,Yamaha,Tracer 7 GT
motos,Yamaha,Tracer 9
motos,Yamaha,Tracer 9 GT
motos,Yamaha,Tracer 9 GT+
motos,Yamaha,Tricity 125
motos,Yamaha,Tricity 155
motos,Yamaha,Tricity 300
motos,Yamaha,TT-R125
motos,Yamaha,TT-R230
motos,Yamaha,V-Max 1200
motos,Yamaha,V-Max 1700
motos,Yamaha,Virago 250
motos,Yamaha,Virago 535
motos,Yamaha,Virago 750
motos,Yamaha,Virago 1100
motos,Yamaha,WR125R
motos,Yamaha,WR125X
motos,Yamaha,WR250F
motos,Yamaha,WR450F
motos,Yamaha,X-MAX 125
motos,Yamaha,X-MAX 250
motos,Yamaha,X-MAX 300
motos,Yamaha,X-MAX 400
motos,Yamaha,XJ6
motos,Yamaha,XJ6 Diversion
motos,Yamaha,XJR1200
motos,Yamaha,XJR1300
motos,Yamaha,XSR125
motos,Yamaha,XSR700
motos,Yamaha,XSR900
motos,Yamaha,XT660R
motos,Yamaha,XT660X
motos,Yamaha,XT660Z Tenere
motos,Yamaha,XT1200Z Super Tenere
motos,Yamaha,YZ125
motos,Yamaha,YZ250
motos,Yamaha,YZ250F
motos,Yamaha,YZ450F
motos,Yamaha,YZF600R Thundercat
